user_id,Attrition
442,0.19186822783378682
1091,0.18352937666786173
981,0.6341479931121247
785,0.1759663784504691
1332,0.8165031836387229
501,0.1570664735328454
1058,0.6077374459537545
1253,0.09623736029938429
751,0.005888867269610248
122,0.3423408354457469
268,0.04714201161361156
940,0.28421739311198224
1125,0.055305557575983634
540,0.28194862670942183
1034,0.03889321784169515
432,0.04154149072440837
794,0.12121645736073546
666,0.08125233148253827
942,0.01907450843822536
1114,0.34784477866727453
853,0.27582110878248106
1330,0.005244813606601052
692,0.04822481647461591
548,0.09557420215235346
54,0.6097664629264725
319,0.2555612977989856
1147,0.08628226118004467
1235,0.051252002102734735
1436,0.49890041402236346
520,0.056355149172299716
983,0.010300770261213083
1347,0.25275004239926063
465,0.01964304699463456
966,0.028259050502873265
31,0.06743906953622054
420,0.04756455598584284
1462,0.10568518269102536
1408,0.10290735172185225
89,0.025296024905770383
298,0.1947693715435563
875,0.09163664722267033
1385,0.03466356325954589
1430,0.0020700639452939577
223,0.00602458474180381
1412,0.014909897559550255
1375,0.5210194920496185
4,0.21780533739694546
1174,0.004454752503279798
892,0.6622087587387132
34,0.35019034050919107
1310,0.10868790873788871
182,0.6331946007841629
467,0.07120498963527383
52,0.41200405840373744
1032,0.5858894256645463
142,0.19648745715886504
1440,0.028820895424639687
528,0.23382765678499587
629,0.0443522112529308
1051,0.268047517949551
1269,0.02389867262409672
993,0.18937958846317807
526,0.19409598659917032
278,0.06274267634233135
887,0.24560845188081107
1275,0.019193687855278304
667,0.2209883049460429
792,0.2123399927876533
148,0.24508474590754414
1039,0.18313757158883573
1414,0.07157089185400324
474,0.1786263795936716
1341,0.09136176231539551
1158,0.0610079806165342
393,0.174851748975018
965,0.03382146398379684
1397,0.026413485608028597
743,0.028132070604580117
980,0.46016878171563635
1410,0.02426439391616758
916,0.0028455054144571894
1300,0.03765503887978071
642,0.19333661025943336
1064,0.07336100084967537
1318,0.03036707364383191
1247,0.11085246273504146
187,0.001960716614762584
1023,0.08113033227707717
1183,0.045065381785283076
1073,0.049656826560875805
1311,0.172457167625256
9,0.0687615942408631
1019,0.18842822747221136
1180,0.1441842979628159
1405,0.018654545112010004
1120,0.17709697777255778
483,0.2650442477759025
310,0.25161398971779103
722,0.11162190891119021
5,0.07576120187928015
482,0.23491982220430985
204,0.46112254134554403
1086,0.8480652308061262
376,0.008519698693450073
740,0.12727213954759642
299,0.040426501738283646
1218,0.09131817332608992
546,0.24791632710071101
1434,0.05908834982044367
1400,0.43477165695795467
302,0.0761676436913516
1096,0.18245087312659145
360,0.013272265144516989
1131,0.303544707775563
191,0.04795652996924667
315,0.03815788151483415
211,0.04394516092787172
215,0.08076817605179197
279,0.004244886138074858
1179,0.018212066608250574
141,0.1477321894166466
1227,0.0794096677904986
641,0.10521209951371861
14,0.6948690653416603
82,0.013984511040588949
1301,0.014663650238440193
787,0.009370250006085276
583,0.15552031381764214
333,0.09342866739891537
610,0.015218382239055488
390,0.01675019841942976
1083,0.2826941546591403
2,0.545250805043175
554,0.11498625227989072
85,0.010785267605034147
995,0.26241938260052816
107,0.4936162208868381
930,0.25236047591004734
1306,0.15313255833433403
1308,0.1448984783132411
489,0.03911979910699163
361,0.051864031366105304
1090,0.01117796556991318
80,0.12339125579309035
152,0.21330148160968984
1452,0.11582318055363708
1093,0.2224830481103161
231,0.0016264386426707348
693,0.05064835651093954
96,0.12124693884290803
224,0.023805453078794746
948,0.20060027791770987
1015,0.13237580895928894
913,0.0907283138980399
445,0.01774129586165173
1,0.037939400432680646
425,0.19813230047498662
159,0.2298693594016247
1210,0.007260739217355857
227,0.01671344933418243
838,0.503041772402303
1416,0.01279906523661325
161,0.10966585966964326
656,0.8617308242074406
308,0.05385232764012355
253,0.26437121250669593
1084,0.17051204357250357
113,0.1173764866299797
1292,0.1204881282933448
898,0.0018166022467656982
295,0.22363051644836374
608,0.09799021095451237
175,0.07753990447227875
970,0.16890483695934266
45,0.02755483919827129
487,0.18312631465681323
1358,0.11350046916420625
55,0.06113567626392432
657,0.028626713193464458
1126,0.04204623097571266
254,0.04568020810222901
491,0.19113932852275237
867,0.0034901293843011276
1396,0.6554380749080331
587,0.1377705831461046
863,0.06736637174302566
536,0.567974544029308
619,0.03082090689940391
192,0.44651152278371603
1411,0.20604341726194467
1460,0.17899734221405186
1273,0.3371333179418218
1425,0.19902508558159873
574,0.05724474377934457
108,0.05609905079339108
651,0.15905866604128488
567,0.05890150431118404
728,0.007815617475793426
842,0.2531853875995186
426,0.04770405810239928
260,0.45132102738886976
580,0.1554332807247859
1021,0.47571103860228003
1173,0.02630886604288606
572,0.09972734780103673
679,0.04044767727547572
1349,0.31391539073645275
233,0.0016771903939564036
303,0.11005084848945121
506,0.019440723620803357
364,0.09103804983981875
1100,0.3621562835733594
27,0.09207242323778274
1056,0.31222218250102485
317,0.18250214408436338
471,0.014500482506104305
907,0.021741720247836903
202,0.20410741178495853
1129,0.034309017559198025
1069,0.1637821286995688
1263,0.11195354624638383
381,0.23906915213484964
1137,0.46630599542681306
914,0.4147806947957817
634,0.306815148662722
184,0.019484341732471464
431,0.10398101804030636
1413,0.20999347666850257
1438,0.6104921619297111
1361,0.08412478261994767
326,0.12500170046625583
19,0.22321625328112416
726,0.06474695906032657
330,0.05631287783839047
353,0.10651742777812197
1074,0.20751996271547127
1360,0.2319880468209836
412,0.005166675080585309
1149,0.0504674863672629
649,0.007037507364677572
1279,0.19337940110096408
638,0.27740286053861196
18,0.018664112368489045
500,0.10111161824504314
1099,0.036267258259073114
1075,0.06774523002822962
53,0.18338435484572588
632,0.405830144445504
874,0.04656457932441627
342,0.054731921493870045
47,0.34285464683158157
459,0.07728065123438836
748,0.594949906813187
609,0.05091119833288843
989,0.1947197555170861
1038,0.09928239735794506
473,0.015038268750996802
711,0.6697818142629584
717,0.39684721909054466
140,0.29631439631095724
1123,0.1777806022312739
39,0.05784912439359442
1368,0.2623108000735034
1026,0.08422445278279937
322,0.0418879270016007
742,0.13892177708805747
935,0.006140076435893378
479,0.3782806927751662
1236,0.44077750574055397
1079,0.077165809476285
461,0.06327550639682095
58,0.01511522226012007
241,0.26430467942229713
1103,0.06812208318152922
783,0.015298896814204122
1399,0.009412646421728081
56,0.09737822015064346
665,0.34174843482706213
575,0.21449531211019982
505,0.18603215490712896
443,0.45567454019439224
1283,0.019405675506244002
516,0.10311154845266252
29,0.04559575947412395
270,0.04786612878425743
924,0.14075175565549553
1288,0.003484462313999405
985,0.3111519796840047
1327,0.0015027248383794006
1439,0.021290797527201432
481,0.11166043976748839
124,0.44713794309492444
198,0.0780502672169492
1229,0.1012875605460299
