province,city,updateTime,confirmedCount,suspectedCount,curedCount,deadCount
上海市,黄浦区,2020-02-24,6,0.0,4,0
上海市,崇明区,2020-02-24,4,0.0,2,0
上海市,长宁区,2020-02-24,13,0.0,12,0
上海市,金山区,2020-02-24,3,0.0,2,0
上海市,青浦区,2020-02-24,5,0.0,5,0
上海市,待明确地区,2020-02-24,0,0.0,0,2
上海市,上海市,2020-02-23,335,0.0,249,3
上海市,外地来沪人员,2020-02-23,111,0.0,77,1
上海市,浦东新区,2020-02-23,60,0.0,43,0
上海市,宝山区,2020-02-23,21,0.0,10,0
上海市,嘉定区,2020-02-23,9,0.0,3,0
上海市,徐汇区,2020-02-23,18,0.0,13,0
上海市,静安区,2020-02-23,16,0.0,11,0
上海市,松江区,2020-02-23,14,0.0,9,0
上海市,闵行区,2020-02-23,19,0.0,15,0
上海市,杨浦区,2020-02-23,9,0.0,5,0
上海市,奉贤区,2020-02-23,9,0.0,5,0
上海市,普陀区,2020-02-23,11,0.0,8,0
上海市,黄浦区,2020-02-23,6,0.0,3,0
上海市,长宁区,2020-02-23,13,0.0,11,0
上海市,虹口区,2020-02-23,7,0.0,5,0
上海市,崇明区,2020-02-23,4,0.0,2,0
上海市,金山区,2020-02-23,3,0.0,2,0
上海市,青浦区,2020-02-23,5,0.0,5,0
上海市,待明确地区,2020-02-23,0,0.0,22,2
上海市,上海市,2020-02-22,335,0.0,227,3
上海市,外地来沪人员,2020-02-22,111,0.0,73,1
上海市,浦东新区,2020-02-22,60,0.0,42,0
上海市,宝山区,2020-02-22,21,0.0,10,0
上海市,徐汇区,2020-02-22,18,0.0,10,0
上海市,松江区,2020-02-22,14,0.0,7,0
上海市,静安区,2020-02-22,16,0.0,10,0
上海市,嘉定区,2020-02-22,9,0.0,3,0
上海市,奉贤区,2020-02-22,9,0.0,3,0
上海市,杨浦区,2020-02-22,9,0.0,4,0
上海市,闵行区,2020-02-22,19,0.0,15,0
上海市,普陀区,2020-02-22,11,0.0,7,0
上海市,长宁区,2020-02-22,13,0.0,10,0
上海市,黄浦区,2020-02-22,6,0.0,3,0
上海市,虹口区,2020-02-22,7,0.0,5,0
上海市,崇明区,2020-02-22,4,0.0,2,0
上海市,金山区,2020-02-22,3,0.0,2,0
上海市,青浦区,2020-02-22,5,0.0,5,0
上海市,待明确地区,2020-02-22,0,0.0,16,2
上海市,上海市,2020-02-21,334,0.0,211,2
上海市,外地来沪人员,2020-02-21,110,0.0,73,1
上海市,浦东新区,2020-02-21,60,0.0,42,0
上海市,宝山区,2020-02-21,21,0.0,10,0
上海市,徐汇区,2020-02-21,18,0.0,10,0
上海市,松江区,2020-02-21,14,0.0,7,0
上海市,静安区,2020-02-21,16,0.0,10,0
上海市,嘉定区,2020-02-21,9,0.0,3,0
上海市,奉贤区,2020-02-21,9,0.0,3,0
上海市,杨浦区,2020-02-21,9,0.0,4,0
上海市,闵行区,2020-02-21,19,0.0,15,0
上海市,普陀区,2020-02-21,11,0.0,7,0
上海市,长宁区,2020-02-21,13,0.0,10,0
上海市,黄浦区,2020-02-21,6,0.0,3,0
上海市,虹口区,2020-02-21,7,0.0,5,0
上海市,崇明区,2020-02-21,4,0.0,2,0
上海市,金山区,2020-02-21,3,0.0,2,0
上海市,青浦区,2020-02-21,5,0.0,5,0
上海市,待明确地区,2020-02-21,0,0.0,0,1
上海市,上海市,2020-02-20,334,0.0,199,2
上海市,外地来沪人员,2020-02-20,110,0.0,69,1
上海市,浦东新区,2020-02-20,60,0.0,38,0
上海市,宝山区,2020-02-20,21,0.0,9,0
上海市,徐汇区,2020-02-20,18,0.0,9,0
上海市,松江区,2020-02-20,14,0.0,7,0
上海市,静安区,2020-02-20,16,0.0,10,0
上海市,嘉定区,2020-02-20,9,0.0,3,0
上海市,奉贤区,2020-02-20,9,0.0,3,0
上海市,普陀区,2020-02-20,11,0.0,6,0
上海市,杨浦区,2020-02-20,9,0.0,4,0
上海市,闵行区,2020-02-20,19,0.0,15,0
上海市,长宁区,2020-02-20,13,0.0,10,0
上海市,虹口区,2020-02-20,7,0.0,4,0
上海市,黄浦区,2020-02-20,6,0.0,3,0
上海市,崇明区,2020-02-20,4,0.0,2,0
上海市,金山区,2020-02-20,3,0.0,2,0
上海市,青浦区,2020-02-20,5,0.0,5,0
上海市,待明确地区,2020-02-20,0,0.0,0,1
上海市,上海市,2020-02-19,333,0.0,186,2
上海市,外地来沪人员,2020-02-19,110,0.0,64,1
上海市,浦东新区,2020-02-19,60,0.0,37,0
上海市,宝山区,2020-02-19,21,0.0,7,0
上海市,徐汇区,2020-02-19,18,0.0,6,0
上海市,松江区,2020-02-19,14,0.0,6,0
上海市,静安区,2020-02-19,16,0.0,9,0
上海市,普陀区,2020-02-19,11,0.0,4,0
上海市,嘉定区,2020-02-19,9,0.0,2,0
上海市,杨浦区,2020-02-19,9,0.0,3,0
上海市,奉贤区,2020-02-19,9,0.0,3,0
上海市,长宁区,2020-02-19,13,0.0,8,0
上海市,闵行区,2020-02-19,18,0.0,14,0
上海市,黄浦区,2020-02-19,6,0.0,2,0
上海市,虹口区,2020-02-19,7,0.0,4,0
上海市,崇明区,2020-02-19,4,0.0,1,0
上海市,金山区,2020-02-19,3,0.0,2,0
上海市,青浦区,2020-02-19,5,0.0,5,0
上海市,待明确地区,2020-02-19,0,0.0,9,1
上海市,上海市,2020-02-18,333,0.0,177,1
上海市,外地来沪人员,2020-02-18,110,0.0,64,1
上海市,浦东新区,2020-02-18,60,0.0,37,0
上海市,宝山区,2020-02-18,21,0.0,7,0
上海市,徐汇区,2020-02-18,18,0.0,6,0
上海市,松江区,2020-02-18,14,0.0,6,0
上海市,静安区,2020-02-18,16,0.0,9,0
上海市,普陀区,2020-02-18,11,0.0,4,0
上海市,嘉定区,2020-02-18,9,0.0,2,0
上海市,杨浦区,2020-02-18,9,0.0,3,0
上海市,奉贤区,2020-02-18,9,0.0,3,0
上海市,长宁区,2020-02-18,13,0.0,8,0
上海市,闵行区,2020-02-18,18,0.0,14,0
上海市,黄浦区,2020-02-18,6,0.0,2,0
上海市,虹口区,2020-02-18,7,0.0,4,0
上海市,崇明区,2020-02-18,4,0.0,1,0
上海市,金山区,2020-02-18,3,0.0,2,0
上海市,青浦区,2020-02-18,5,0.0,5,0
上海市,待明确地区,2020-02-18,0,0.0,16,0
上海市,上海市,2020-02-17,332,0.0,161,1
上海市,外地来沪人员,2020-02-17,109,0.0,59,1
上海市,浦东新区,2020-02-17,60,0.0,33,0
上海市,宝山区,2020-02-17,21,0.0,7,0
上海市,徐汇区,2020-02-17,18,0.0,6,0
上海市,松江区,2020-02-17,14,0.0,5,0
上海市,奉贤区,2020-02-17,9,0.0,1,0
上海市,闵行区,2020-02-17,18,0.0,11,0
上海市,静安区,2020-02-17,16,0.0,9,0
上海市,普陀区,2020-02-17,11,0.0,4,0
上海市,嘉定区,2020-02-17,9,0.0,2,0
上海市,杨浦区,2020-02-17,9,0.0,3,0
上海市,长宁区,2020-02-17,13,0.0,8,0
上海市,黄浦区,2020-02-17,6,0.0,2,0
上海市,崇明区,2020-02-17,4,0.0,0,0
上海市,虹口区,2020-02-17,7,0.0,4,0
上海市,金山区,2020-02-17,3,0.0,2,0
上海市,青浦区,2020-02-17,5,0.0,5,0
上海市,待明确地区,2020-02-17,0,0.0,21,0
上海市,上海市,2020-02-16,328,0.0,140,1
上海市,外地来沪人员,2020-02-16,109,0.0,48,1
上海市,浦东新区,2020-02-16,57,0.0,27,0
上海市,宝山区,2020-02-16,21,0.0,5,0
上海市,徐汇区,2020-02-16,18,0.0,4,0
上海市,松江区,2020-02-16,14,0.0,2,0
上海市,闵行区,2020-02-16,18,0.0,7,0
上海市,静安区,2020-02-16,16,0.0,7,0
上海市,普陀区,2020-02-16,11,0.0,2,0
上海市,奉贤区,2020-02-16,9,0.0,1,0
上海市,长宁区,2020-02-16,13,0.0,6,0
上海市,杨浦区,2020-02-16,9,0.0,2,0
上海市,嘉定区,2020-02-16,9,0.0,2,0
上海市,虹口区,2020-02-16,7,0.0,3,0
上海市,黄浦区,2020-02-16,6,0.0,2,0
上海市,崇明区,2020-02-16,3,0.0,0,0
上海市,青浦区,2020-02-16,5,0.0,4,0
上海市,金山区,2020-02-16,3,0.0,2,0
上海市,上海市,2020-02-15,326,0.0,124,1
上海市,外地来沪人员,2020-02-15,109,0.0,35,1
上海市,浦东新区,2020-02-15,56,0.0,23,0
上海市,宝山区,2020-02-15,20,0.0,2,0
上海市,徐汇区,2020-02-15,18,0.0,4,0
上海市,闵行区,2020-02-15,18,0.0,5,0
上海市,松江区,2020-02-15,14,0.0,1,0
上海市,静安区,2020-02-15,16,0.0,5,0
上海市,长宁区,2020-02-15,13,0.0,3,0
上海市,普陀区,2020-02-15,11,0.0,1,0
上海市,杨浦区,2020-02-15,9,0.0,1,0
上海市,嘉定区,2020-02-15,9,0.0,1,0
上海市,奉贤区,2020-02-15,9,0.0,1,0
上海市,虹口区,2020-02-15,7,0.0,2,0
上海市,黄浦区,2020-02-15,6,0.0,1,0
上海市,崇明区,2020-02-15,3,0.0,0,0
上海市,青浦区,2020-02-15,5,0.0,3,0
上海市,金山区,2020-02-15,3,0.0,2,0
上海市,待明确地区,2020-02-15,0,0.0,34,0
上海市,上海市,2020-02-14,318,0.0,90,1
上海市,外地来沪人员,2020-02-14,102,0.0,27,1
上海市,浦东新区,2020-02-14,56,0.0,12,0
上海市,宝山区,2020-02-14,20,0.0,1,0
上海市,徐汇区,2020-02-14,17,0.0,2,0
上海市,闵行区,2020-02-14,18,0.0,4,0
上海市,静安区,2020-02-14,16,0.0,3,0
上海市,松江区,2020-02-14,14,0.0,1,0
上海市,普陀区,2020-02-14,11,0.0,0,0
上海市,长宁区,2020-02-14,13,0.0,3,0
上海市,杨浦区,2020-02-14,9,0.0,1,0
上海市,嘉定区,2020-02-14,9,0.0,1,0
上海市,奉贤区,2020-02-14,9,0.0,1,0
上海市,虹口区,2020-02-14,7,0.0,2,0
上海市,黄浦区,2020-02-14,6,0.0,1,0
上海市,青浦区,2020-02-14,5,0.0,2,0
上海市,崇明区,2020-02-14,3,0.0,0,0
上海市,金山区,2020-02-14,3,0.0,1,0
上海市,上海市,2020-02-13,315,0.0,62,1
上海市,外地来沪人员,2020-02-13,101,0.0,27,1
上海市,浦东新区,2020-02-13,56,0.0,12,0
上海市,宝山区,2020-02-13,20,0.0,1,0
上海市,徐汇区,2020-02-13,17,0.0,2,0
上海市,闵行区,2020-02-13,18,0.0,4,0
上海市,静安区,2020-02-13,16,0.0,3,0
上海市,松江区,2020-02-13,14,0.0,1,0
上海市,普陀区,2020-02-13,11,0.0,0,0
上海市,长宁区,2020-02-13,13,0.0,3,0
上海市,奉贤区,2020-02-13,9,0.0,1,0
上海市,杨浦区,2020-02-13,8,0.0,1,0
上海市,嘉定区,2020-02-13,8,0.0,1,0
上海市,虹口区,2020-02-13,7,0.0,2,0
上海市,黄浦区,2020-02-13,6,0.0,1,0
上海市,青浦区,2020-02-13,5,0.0,2,0
上海市,崇明区,2020-02-13,3,0.0,0,0
上海市,金山区,2020-02-13,3,0.0,1,0
上海市,上海市,2020-02-12,311,0.0,57,1
上海市,外地来沪人员,2020-02-12,99,0.0,26,1
上海市,浦东新区,2020-02-12,56,0.0,12,0
上海市,宝山区,2020-02-12,20,0.0,0,0
上海市,闵行区,2020-02-12,18,0.0,3,0
上海市,徐汇区,2020-02-12,17,0.0,2,0
上海市,静安区,2020-02-12,16,0.0,3,0
上海市,松江区,2020-02-12,14,0.0,1,0
上海市,长宁区,2020-02-12,12,0.0,3,0
上海市,普陀区,2020-02-12,11,0.0,0,0
上海市,奉贤区,2020-02-12,9,0.0,1,0
上海市,杨浦区,2020-02-12,8,0.0,0,0
上海市,嘉定区,2020-02-12,8,0.0,1,0
上海市,虹口区,2020-02-12,7,0.0,2,0
上海市,黄浦区,2020-02-12,6,0.0,1,0
上海市,青浦区,2020-02-12,5,0.0,2,0
上海市,金山区,2020-02-12,3,0.0,0,0
上海市,崇明区,2020-02-12,2,0.0,0,0
上海市,上海市,2020-02-11,303,0.0,52,1
上海市,外地来沪人员,2020-02-11,98,0.0,26,1
上海市,浦东新区,2020-02-11,56,0.0,10,0
上海市,宝山区,2020-02-11,20,0.0,0,0
上海市,闵行区,2020-02-11,17,0.0,2,0
上海市,静安区,2020-02-11,16,0.0,3,0
上海市,徐汇区,2020-02-11,16,0.0,1,0
上海市,松江区,2020-02-11,14,0.0,0,0
上海市,长宁区,2020-02-11,11,0.0,3,0
上海市,奉贤区,2020-02-11,9,0.0,1,0
上海市,普陀区,2020-02-11,8,0.0,0,0
上海市,杨浦区,2020-02-11,8,0.0,0,0
上海市,嘉定区,2020-02-11,8,0.0,1,0
上海市,虹口区,2020-02-11,7,0.0,2,0
上海市,青浦区,2020-02-11,5,0.0,2,0
上海市,黄浦区,2020-02-11,5,0.0,1,0
上海市,金山区,2020-02-11,3,0.0,0,0
上海市,崇明区,2020-02-11,2,0.0,0,0
上海市,上海市,2020-02-10,299,0.0,48,1
上海市,外地来沪人员,2020-02-10,97,0.0,21,1
上海市,浦东新区,2020-02-10,56,0.0,9,0
上海市,宝山区,2020-02-10,18,0.0,0,0
上海市,闵行区,2020-02-10,17,0.0,2,0
上海市,静安区,2020-02-10,16,0.0,3,0
上海市,徐汇区,2020-02-10,16,0.0,1,0
上海市,松江区,2020-02-10,14,0.0,0,0
上海市,长宁区,2020-02-10,11,0.0,2,0
上海市,奉贤区,2020-02-10,9,0.0,1,0
上海市,普陀区,2020-02-10,8,0.0,0,0
上海市,嘉定区,2020-02-10,8,0.0,1,0
上海市,虹口区,2020-02-10,7,0.0,1,0
上海市,杨浦区,2020-02-10,7,0.0,0,0
上海市,青浦区,2020-02-10,5,0.0,2,0
上海市,黄浦区,2020-02-10,5,0.0,1,0
上海市,金山区,2020-02-10,3,0.0,0,0
上海市,崇明区,2020-02-10,2,0.0,0,0
上海市,待明确地区,2020-02-10,0,0.0,4,0
上海市,上海市,2020-02-09,293,0.0,44,1
上海市,外地来沪人员,2020-02-09,97,0.0,21,1
上海市,浦东新区,2020-02-09,56,0.0,9,0
上海市,宝山区,2020-02-09,17,0.0,0,0
上海市,静安区,2020-02-09,16,0.0,3,0
上海市,徐汇区,2020-02-09,16,0.0,1,0
上海市,闵行区,2020-02-09,14,0.0,2,0
上海市,松江区,2020-02-09,14,0.0,0,0
上海市,长宁区,2020-02-09,11,0.0,2,0
上海市,奉贤区,2020-02-09,9,0.0,1,0
上海市,普陀区,2020-02-09,8,0.0,0,0
上海市,虹口区,2020-02-09,7,0.0,1,0
上海市,杨浦区,2020-02-09,7,0.0,0,0
上海市,嘉定区,2020-02-09,7,0.0,1,0
上海市,青浦区,2020-02-09,5,0.0,2,0
上海市,黄浦区,2020-02-09,5,0.0,1,0
上海市,金山区,2020-02-09,2,0.0,0,0
上海市,崇明区,2020-02-09,2,0.0,0,0
上海市,上海市,2020-02-08,286,0.0,41,1
上海市,外地来沪人员,2020-02-08,96,0.0,20,1
上海市,浦东新区,2020-02-08,53,0.0,8,0
上海市,宝山区,2020-02-08,17,0.0,0,0
上海市,徐汇区,2020-02-08,16,0.0,1,0
上海市,静安区,2020-02-08,15,0.0,3,0
上海市,闵行区,2020-02-08,14,0.0,2,0
上海市,松江区,2020-02-08,14,0.0,0,0
上海市,长宁区,2020-02-08,11,0.0,1,0
上海市,奉贤区,2020-02-08,9,0.0,1,0
上海市,虹口区,2020-02-08,7,0.0,1,0
上海市,杨浦区,2020-02-08,7,0.0,0,0
上海市,普陀区,2020-02-08,7,0.0,0,0
上海市,嘉定区,2020-02-08,6,0.0,1,0
上海市,青浦区,2020-02-08,5,0.0,2,0
上海市,黄浦区,2020-02-08,5,0.0,1,0
上海市,金山区,2020-02-08,2,0.0,0,0
上海市,崇明区,2020-02-08,2,0.0,0,0
上海市,待明确地区,2020-02-08,3,0.0,11,0
上海市,未知地区,2020-02-08,3,0.0,5,0
上海市,上海市,2020-02-07,277,166.0,30,1
上海市,外地来沪人员,2020-02-07,93,0.0,14,1
上海市,浦东新区,2020-02-07,52,0.0,6,0
上海市,宝山区,2020-02-07,16,0.0,0,0
上海市,徐汇区,2020-02-07,16,0.0,0,0
上海市,静安区,2020-02-07,15,0.0,2,0
上海市,松江区,2020-02-07,13,0.0,0,0
上海市,闵行区,2020-02-07,12,0.0,1,0
上海市,长宁区,2020-02-07,11,0.0,0,0
上海市,奉贤区,2020-02-07,9,0.0,0,0
上海市,虹口区,2020-02-07,7,0.0,0,0
上海市,杨浦区,2020-02-07,7,0.0,0,0
上海市,普陀区,2020-02-07,7,0.0,0,0
上海市,青浦区,2020-02-07,5,0.0,1,0
上海市,黄浦区,2020-02-07,5,0.0,1,0
上海市,嘉定区,2020-02-07,5,0.0,0,0
上海市,金山区,2020-02-07,2,0.0,0,0
上海市,崇明区,2020-02-07,2,0.0,0,0
上海市,上海市,2020-02-06,257,0.0,25,1
上海市,外地来沪人员,2020-02-06,89,0.0,14,1
上海市,浦东新区,2020-02-06,47,0.0,6,0
上海市,宝山区,2020-02-06,15,0.0,0,0
上海市,静安区,2020-02-06,14,0.0,2,0
上海市,徐汇区,2020-02-06,14,0.0,0,0
上海市,闵行区,2020-02-06,12,0.0,1,0
上海市,长宁区,2020-02-06,10,0.0,0,0
上海市,松江区,2020-02-06,10,0.0,0,0
上海市,奉贤区,2020-02-06,8,0.0,0,0
上海市,虹口区,2020-02-06,7,0.0,0,0
上海市,普陀区,2020-02-06,7,0.0,0,0
上海市,杨浦区,2020-02-06,6,0.0,0,0
上海市,青浦区,2020-02-06,5,0.0,1,0
上海市,黄浦区,2020-02-06,5,0.0,1,0
上海市,嘉定区,2020-02-06,4,0.0,0,0
上海市,金山区,2020-02-06,2,0.0,0,0
上海市,崇明区,2020-02-06,2,0.0,0,0
上海市,待明确地区,2020-02-06,0,0.0,10,0
上海市,上海市,2020-02-05,243,0.0,15,1
上海市,外地来沪人员,2020-02-05,86,0.0,6,1
上海市,浦东新区,2020-02-05,46,0.0,0,0
上海市,静安区,2020-02-05,13,0.0,0,0
上海市,徐汇区,2020-02-05,12,0.0,0,0
上海市,宝山区,2020-02-05,12,0.0,0,0
上海市,闵行区,2020-02-05,12,0.0,0,0
上海市,松江区,2020-02-05,10,0.0,0,0
上海市,长宁区,2020-02-05,9,0.0,0,0
上海市,虹口区,2020-02-05,7,0.0,0,0
上海市,奉贤区,2020-02-05,7,0.0,0,0
上海市,普陀区,2020-02-05,6,0.0,0,0
上海市,杨浦区,2020-02-05,6,0.0,0,0
上海市,黄浦区,2020-02-05,5,0.0,0,0
上海市,嘉定区,2020-02-05,4,0.0,0,0
上海市,青浦区,2020-02-05,4,0.0,0,0
上海市,金山区,2020-02-05,2,0.0,0,0
上海市,崇明区,2020-02-05,2,0.0,0,0
上海市,未知地区,2020-02-05,0,0.0,9,0
上海市,上海市,2020-02-04,219,0.0,12,1
上海市,外地来沪人员,2020-02-04,81,0.0,6,1
上海市,浦东新区,2020-02-04,43,0.0,0,0
上海市,宝山区,2020-02-04,12,0.0,0,0
上海市,徐汇区,2020-02-04,11,0.0,0,0
上海市,闵行区,2020-02-04,10,0.0,0,0
上海市,静安区,2020-02-04,10,0.0,0,0
上海市,长宁区,2020-02-04,8,0.0,0,0
上海市,松江区,2020-02-04,8,0.0,0,0
上海市,普陀区,2020-02-04,6,0.0,0,0
上海市,奉贤区,2020-02-04,6,0.0,0,0
上海市,虹口区,2020-02-04,5,0.0,0,0
上海市,黄浦区,2020-02-04,5,0.0,0,0
上海市,杨浦区,2020-02-04,5,0.0,0,0
上海市,嘉定区,2020-02-04,3,0.0,0,0
上海市,青浦区,2020-02-04,3,0.0,0,0
上海市,金山区,2020-02-04,2,0.0,0,0
上海市,崇明区,2020-02-04,1,0.0,0,0
上海市,未知地区,2020-02-04,0,0.0,6,0
上海市,上海市,2020-02-03,203,0.0,10,1
上海市,外地来沪人员,2020-02-03,79,0.0,5,1
上海市,浦东新区,2020-02-03,40,0.0,0,0
上海市,宝山区,2020-02-03,10,0.0,0,0
上海市,闵行区,2020-02-03,10,0.0,0,0
上海市,静安区,2020-02-03,9,0.0,0,0
上海市,徐汇区,2020-02-03,9,0.0,0,0
上海市,长宁区,2020-02-03,8,0.0,0,0
上海市,松江区,2020-02-03,7,0.0,0,0
上海市,普陀区,2020-02-03,6,0.0,0,0
上海市,虹口区,2020-02-03,5,0.0,0,0
上海市,黄浦区,2020-02-03,5,0.0,0,0
上海市,奉贤区,2020-02-03,5,0.0,0,0
上海市,杨浦区,2020-02-03,4,0.0,0,0
上海市,青浦区,2020-02-03,2,0.0,0,0
上海市,嘉定区,2020-02-03,2,0.0,0,0
上海市,金山区,2020-02-03,1,0.0,0,0
上海市,崇明区,2020-02-03,1,0.0,0,0
上海市,上海市,2020-02-02,182,0.0,10,1
上海市,外地来沪人员,2020-02-02,74,0.0,5,1
上海市,浦东新区,2020-02-02,35,0.0,0,0
上海市,静安区,2020-02-02,9,0.0,0,0
上海市,闵行区,2020-02-02,9,0.0,0,0
上海市,宝山区,2020-02-02,8,0.0,0,0
上海市,长宁区,2020-02-02,7,0.0,0,0
上海市,徐汇区,2020-02-02,7,0.0,0,0
上海市,松江区,2020-02-02,7,0.0,0,0
上海市,虹口区,2020-02-02,5,0.0,0,0
上海市,黄浦区,2020-02-02,5,0.0,0,0
上海市,奉贤区,2020-02-02,5,0.0,0,0
上海市,普陀区,2020-02-02,3,0.0,0,0
上海市,青浦区,2020-02-02,2,0.0,0,0
上海市,杨浦区,2020-02-02,2,0.0,0,0
上海市,嘉定区,2020-02-02,2,0.0,0,0
上海市,金山区,2020-02-02,1,0.0,0,0
上海市,崇明区,2020-02-02,1,0.0,0,0
上海市,未知地区,2020-02-02,0,0.0,5,0
上海市,上海市,2020-02-01,169,0.0,10,1
上海市,外地来沪人员,2020-02-01,73,0.0,5,1
上海市,浦东新区,2020-02-01,32,0.0,0,0
上海市,静安区,2020-02-01,8,0.0,0,0
上海市,宝山区,2020-02-01,8,0.0,0,0
上海市,闵行区,2020-02-01,7,0.0,0,0
上海市,长宁区,2020-02-01,7,0.0,0,0
上海市,徐汇区,2020-02-01,7,0.0,0,0
